Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
38659,547870,671490,372221.5,329411.470588235,459999.4,NA,NA,NA,304347.782608696,NA,332894.407894737,293484,NA,330434.47826087,NA,524509.160372402,NA,941531,281249,409090.818181818,328447.99137931,824999.7,680000,651441.701923077,452631.052631579,712873.4,494381.078651685,NA,419174.120183486,379928,648500,336872.5409699,616840,837378,410904,601350.945945946,850000,689393.181818182,740000,789500,291537.630769231,214285.428571429,483176.738317757,627349,369824,NA,NA,258333.166666667,358570.842857143,677112,NA,NA,,434130,506793.833708814,740000,NA,NA,378852.813323005,696670,495000
38689,547400,663480,329545.159090909,325714.028571429,476922.307692308,NA,NA,NA,290867.446107784,NA,345454.090909091,291349,NA,342856.714285714,NA,534442.848664255,NA,978722,275000,383332.5,318749.8125,874999.5,690000,662499.35,479410.970588235,719619.374683544,488460.653846154,NA,411329.474719101,379012,650000,334699.968454259,603679,855855,421357,534722.083333333,824000,741934.516129032,730000,743500,302830.160377358,266666.333333333,480080.5,620752,367715,NA,NA,269711.144230769,354999.45,675675,NA,NA,,430820,490035.237996902,750000,NA,NA,374006.612867647,685030,483000
38720,549460,645600,361537.846153846,297618.095238095,489999.1,614020,NA,NA,287902.467741935,233333,334848.136363636,277591,231521.108695652,322222,NA,556046.44829021,NA,932926,325000,408333.25,334999.65,750000,699000,699217.953125,456249.4375,723740.424479167,466847.157608696,NA,413164.761968085,372901,640000,338555.17,605603,872596,399253,595832.95,849000,778571.314285714,740000,741000,313953.348837209,240624.1875,478408.306818182,650326,363227,NA,NA,264705.588235294,376469.823529412,682247,NA,NA,,430270,508781.362048666,760000,NA,NA,376079.323498419,684590,499900
38751,534400,663950,318749.8125,318749.8125,384614.538461538,614850,NA,NA,289351.064814815,232142,352082.8125,286910,257692.153846154,314285.571428571,NA,537773.537018549,NA,945312,316667,431249.6875,342307.269230769,449999.5,700000,661289.677419355,473808.785714286,741135.399090909,467762.480263158,NA,416124.5,378674,600000,341273.172169811,608766,855603,389859,601414.688679245,850000,770833.25,764000,712000,283107.445945946,224999.5,472471.185393258,588190,364676,NA,NA,249304.569444444,333999.66,684071,NA,NA,,433290,526394.702634638,730000,NA,NA,378513.954081633,683040,515000
38779,562130,663640,349999.5,337804.5,404545.409090909,640450,NA,NA,306936.346820809,254167,343420.618421053,290000,268055.194444444,283822.852941177,NA,521676.455511075,NA,1007576,410000,442856.714285714,305882.294117647,791666.5,685000,687499.25,476315.02631579,747819.681195517,497007.576923077,NA,424531.270868825,376006,600000,346599.865671642,607368,886764,407527,607142.428571429,875000,724999.1,760000,742565,314925.223880597,262499.75,476509.302013423,619897,355696,NA,NA,266817.845454545,345312.046875,678850,NA,NA,,430610,531744.874318359,747250,NA,NA,386735.347242921,700830,515000
38810,562820,686820,369230.076923077,323683.97368421,427777.5,631360,NA,NA,298517.548148148,243749,321874.78125,281000,238749.225,344736.394736842,NA,526407.290173673,NA,985074,350000,397057.852941177,327659.29787234,781249.875,679000,696807.723404255,466666,749124.877622378,477221.45,NA,415180.113851992,374356,632500,349465.697508897,601067,907966,408951,603722.989361702,885000,798386.903225806,770000,743000,294443.555555556,221874.5625,483592.9140625,639217,361132,326923,NA,245338.076271186,329999.7,681188,NA,265000,,432200,527133.403211418,742500,NA,NA,383507.653193209,717010,515000
38840,563860,682690,412499.875,327631.302631579,354999.45,652050,NA,NA,297057.882352941,291666,339188.797297297,293000,242044.613636364,297726.318181818,NA,503126.575356645,NA,954999,400000,429999.7,329166.375,791666.5,685000,661457.6875,453845.615384615,746767.720408163,480112.835227273,NA,425141.525519849,381921,635000,345881.894117647,622378,928191,414383,572368.131578947,900000,706729.942307692,795000,752500,309835.967213115,237499.25,479860.3125,645555,359195,300000,NA,261585.134146341,367240.706896552,688443,NA,310000,,432560,528347.076978211,747500,NA,NA,384732.593699515,724420,513000
38871,575850,685580,357142.285714286,357777.2,423333.1,671320,NA,NA,313505.612068966,291666,321428.357142857,299925,260714.071428571,348332.85,NA,558068.532256593,NA,1052778,300000,416666.5,324358.730769231,500000,685000,691488.595744681,476086.195652174,749696.703748489,478076.142307692,NA,431713.027182867,384244,623950,347955.495283019,615632,900442,426829,614582.875,925000,858870.532258064,813000,762000,308620.603448276,250000,492799.072,638319,359274,319117,NA,262744.843137255,398274.879310345,707686,NA,256250,,430130,537499.85,750000,NA,NA,389377.940567485,735410,520000
38901,567860,677310,362499.375,336841.736842105,412499.875,657420,NA,NA,297840.769784173,212500,326785.446428571,295000,266666.333333333,334615.038461538,NA,576556.914737436,NA,950892,400000,428571.142857143,325925.666666667,624999.5,659000,710226.431818182,452777.25,731385.68647541,487244.025510204,NA,421805.949339207,377765,584900,348462.630122951,611997,899725,408943,578845.838461538,865500,681817.454545455,800000,772500,302777.75,274999.5,480951.571428571,633426,357575,294564,NA,256499.87,347058.352941176,705257,NA,307143,,424390,537340.540721169,745000,NA,NA,385349.770893372,729440,520000
38932,577300,673460,367646.382352941,317021.106382979,395453.590909091,643320,NA,NA,292856.285714286,239285,299037.480769231,285000,263235.029411765,319999.8,NA,582953.394397567,NA,967187,412500,392856.214285714,266666.333333333,624999.5,665000,729165.75,411363.522727273,727181.630952381,467326.059405941,NA,426625.75,378177,599900,350287.958653846,598580,861111,395613,603722.989361702,850000,825520.53125,765750,765000,292441.011627907,262499.75,469202.206521739,612222,356599,297413,NA,252314.768518519,397726.295454545,710906,NA,277083,,434470,532782.615551068,765000,NA,NA,388312.590742438,709550,515000
38963,557150,659110,349999.5,344594.148648649,359374.40625,620700,NA,NA,290673.78968254,234999,321666.45,298761,243268.365384615,289999.2,NA,625043.19299002,NA,926339,366666,442307.269230769,309999.9,624999.5,679000,651595.138297872,454999.45,721582.09832636,454347.282608696,NA,422759.206367925,369404,574500,343121.839519651,593905,864361,404054,577956.677419355,829000,671874.3125,769105,748250,305454.490909091,266666.333333333,472684.458333333,617268,364937,285416,NA,250000,368181.136363636,686728,NA,260714,,424970,530233.201445942,745000,NA,NA,382552.365957447,694130,515000
38993,552020,658650,387499.125,320512.615384615,386362.772727273,605630,NA,NA,288167.175572519,200000,339999.6,276000,235936.78125,281578.315789474,NA,562802.468943457,NA,958333,350000,434999.65,294999.1,750000,659000,664061.84375,428124.71875,708691.693965517,451189.964285714,NA,408086.172506739,366945,592500,342547.651442308,574527,876524,400649,568965.24137931,850000,840115.918604651,775000,756000,281110.488888889,240383.807692308,478999.21,585691,359828,304167,NA,242691.453846154,359090.318181818,671328,NA,253125,,425180,529130.172263264,745000,NA,NA,377404.631351351,698510,510000
39024,555280,643840,363635.727272727,297999.04,389999.1,632100,NA,NA,282236.197368421,260714,298808.547619048,279900,256944.305555556,315624.84375,NA,556528.4755091,NA,941964,350000,440908.681818182,316666.5,750000,660000,679347.108695652,454761.357142857,720942.953978159,456666.1,NA,413808.001453488,365118,570000,345735.976744186,578125,872058,392721,546428.385714286,878000,565217.130434783,769999,717000,283783.108108108,237499.25,465624.34375,615517,361436,282999,NA,236249.275,341666.25,663762,NA,250000,,424150,540172.253103448,719000,NA,NA,380745.638033175,698770,520000
39054,569560,659040,324999.75,307407.333333333,360713.678571429,602650,NA,NA,283870.290322581,275000,330487.5,280500,254166.583333333,289582.541666667,NA,585446.829126855,NA,934090,450000,434999.65,287499.25,624999.5,656000,619185.569767442,464999.35,714819.5,441378.896551724,NA,427333.06,363170,599900,335612.179487179,585974,849719,398794,554924.022727273,829000,679347.108695652,735000,710500,287194.37804878,265624.6875,457953.965909091,614884,364204,277272,NA,252717.336956522,332608.369565217,670833,NA,247058,,421440,535144.786956522,723000,NA,NA,384246.606505102,685720,515000
39085,551220,651220,327777.5,292104.421052632,361110.5,624340,NA,NA,289999.2,275000,320833.125,276000,236362.909090909,274999.5,NA,555712.866869362,NA,987499,300000,442856.714285714,282691.653846154,750000,664000,654166.05,455555,709692.05950096,440195.676470588,NA,406404.894628099,359911,595000,343873.079051383,581775,834183,377118,603364.971153846,850000,789772.568181818,738000,705000,267307.346153846,224999.5,462962.333333333,584635,354545,283333,NA,236804.819444444,326666.4,664402,NA,225000,,421260,521545.233283804,730000,NA,NA,378738.708403361,683400,514000
39116,554280,655090,333333,317187.328125,489999.1,634520,NA,NA,286206.172413793,312500,315999.84,282000,253571.357142857,303846.115384615,NA,534759.241220317,NA,963414,425000,391665.75,280999.38,874999.5,650000,685184.444444444,415384.461538462,723815.133879782,454838.161290323,NA,422694.808510638,374109,591500,322065.507042254,593685,888297,384615,574073.777777778,860000,794642.678571429,788000,720000,289284.928571429,235713.571428571,446490.763157895,589285,355555,277499,NA,233783.108108108,342856.714285714,680692,NA,279999,,431230,541004.798759305,735000,NA,NA,382167.01048951,703120,529000
39144,582930,684310,334374.65625,326922.807692308,349999.5,649460,NA,NA,280813.337209302,233333,334999.65,278500,253124.9375,337499.625,NA,552287.384046557,NA,1015625,325000,493749.0625,267499.65,750000,664500,705881.529411765,428571.142857143,730381.022916667,461593.586956522,NA,423302.236111111,362999,595000,332978.393617021,605946,902083,380611,567072.902439024,912500,852563.692307692,829000,758000,299443.455555556,264285.428571429,446834.974683544,590764,341851,298332,NA,243332.466666667,329629.333333333,672548,NA,257692,,439950,568527.644670051,760000,NA,NA,384365.547520661,725650,550000
39175,594110,692900,349999.5,322916.4375,387499.125,669980,NA,NA,286339.479381443,218750,319999.8,275000,254166.583333333,295832.416666667,NA,563329.806941291,NA,1115853,330000,391665.75,276922.538461538,824999.7,760000,722221.333333333,457691.730769231,763840.775086505,461999.38,NA,419230.576923077,361882,589975,339451.082278481,610973,926369,380603,606418.493243243,975000,755681.795454545,865000,776250,286733.959183673,250000,448506.97761194,608739,344480,293749,NA,241665.833333333,358620.103448276,691706,NA,260714,,445760,574386.853761623,802500,NA,NA,383709.964285714,777360,560000
39205,594530,709420,366666,297915.708333333,396427.607142857,698420,NA,NA,293153.898809524,233333,307812.421875,272009,243749.125,324999.75,NA,544858.072861653,NA,1032895,362499,434999.65,273213.821428571,1124999.5,695000,659090.272727273,471153.134615385,740400.062286689,445976.551724138,NA,424242.181818182,356104,627500,340315.802371541,612369,972014,363982,584876.203703704,950000,874999.5,855000,779000,281394.720930233,257142.714285714,458695.065217391,616438,351041,283035,NA,253333.266666667,352499.475,699481,NA,262500,,446070,578705.321920668,780000,NA,NA,385426.281407035,789250,560000
39236,591280,694780,364285.071428571,326249.7375,369999.3,683200,NA,NA,279901.362745098,250000,331249.6875,285000,239705.088235294,271153.423076923,NA,591741.306578722,NA,1149390,350000,516666.6,284999.3,708332.5,719000,696427.785714286,439999.6,775423.627118644,455881.794117647,NA,416083.755244755,351617,627500,328468.614832536,619181,950703,370939,617256.168141593,990000,814814.555555556,865000,761000,276595.212765957,253124.9375,438571.042857143,629058,344520,278999,NA,231537.830769231,359999.4,692731,NA,252778,,448550,576317.635063343,795000,NA,NA,382276.574486301,784310,559000
39266,587560,696330,314285.571428571,323683.97368421,331817.863636364,685650,NA,NA,286493.522988506,300000,329999.7,273000,232811.84375,286537.730769231,NA,610196.054506167,NA,984154,350000,553571.214285714,285713.571428571,449999.5,685000,704544.636363636,434210.184210526,740195.117647059,451973.164473684,NA,402222.2,346217,532000,310512.715384615,601731,935897,371559,596518.601265823,1002000,878124.4875,852500,777500,290276.972222222,271874.5625,446824.928571429,596456,336324,291666,NA,238724.715686275,357691.730769231,682926,NA,235714,,440220,572567.583031674,801000,NA,NA,368435.069832402,779210,550000
39297,588670,703180,333333,293547.516129032,379165.875,649860,NA,NA,271066.994382022,241666,312962.833333333,270000,231666.033333333,243749.125,NA,618652.278279427,NA,1064285,474999,431249.6875,250000,583333,777000,673386.403225806,389654.275862069,740540.960122699,431060.295454545,NA,402040.795918367,332509,560000,311961.602870813,595070,943548,352475,602082.925,945000,805555.333333333,850000,780000,264102.282051282,207142.714285714,417346.765306122,597826,326259,274166,NA,235936.78125,339130.043478261,669871,NA,244999,,429330,560203.09088682,802500,NA,NA,367805.07733813,757560,550000
39328,535760,662560,294999.1,294229.884615385,342856.714285714,600960,NA,NA,271773.758064516,225000,340384.211538462,260000,233927.892857143,280554.944444444,NA,625811.604473225,NA,1019231,350000,380768.423076923,241175.647058823,750000,672950,572368.131578947,437499.625,714886.780898876,426612.637096774,NA,381867.313186813,325550,525000,287499.25,560844,891826,NA,533333.2,908717,721152.961538462,845000,702500,264422.788461538,224999.5,407692.230769231,580592,NA,276666,NA,228722.829787234,340624.59375,681817,NA,237499,,412040,517187.43125,750000,NA,NA,349628.216584158,724070,515000
39356,501730,658420,324999.75,288749.225,370832.625,569890,NA,NA,257246.231884058,200000,308695.565217391,254500,213888.611111111,234999.3,NA,518300.089839386,NA,1023809,383333,449999.5,241175.647058823,500000,620000,640624.4375,424999.75,699012.361842105,410483.766129032,NA,361872.2909699,309362,450000,284847.787878788,539062,913043,NA,584301.988372093,1020000,786764.558823529,865000,732500,255263.052631579,209090.727272727,379628.833333333,527397,NA,267187,193332.666666667,231249.375,326315.526315789,650568,NA,231818,,422620,476962.581151833,770000,NA,NA,336130.174825175,738870,479000
39387,490511,659550,331817.863636364,296874.0625,346153.384615385,530900,NA,NA,249602.182539683,200000,302173.891304348,247450,229411.176470588,232499.35,NA,483778.382562324,NA,1039773,350000,400000,241249.175,1000000,590000,618749.525,434615.038461538,695311.71875,381175.658823529,NA,347856.664285714,299237,417000,298234.329411765,535776,953124,NA,462856.514285714,900000,742186.53125,850500,727500,257142.714285714,245832.416666667,371428,503846,NA,243749,237499.25,219736.447368421,308333.25,623511,NA,231249,,410960,465980.538777908,742250,NA,NA,329175.654788419,721430,459450
39417,480820,616220,283332.666666667,297057.882352941,364999.35,491180,NA,NA,264178.820895522,300000,307692.230769231,240000,229999.4,247221.277777778,NA,505576.942118471,NA,951922,300000,369999.3,224999.5,624999.5,584500,557692.076923077,407692.230769231,656441.09202454,375280.146067416,NA,345597.028301887,285139,417000,258437.33125,495497,856770,NA,534374.8625,875000,493749.0625,797000,729000,248570.457142857,254999.9,372656,477083,NA,232692,244999.1,211029.191176471,294999.1,604729,NA,215384,,389760,455071.913043478,725000,NA,NA,318779.716507177,667380,440000
39448,427200,561360,259374.8125,303124.96875,291665.833333333,476610,NA,NA,239284.928571429,194999,291665.833333333,230000,222916.208333333,217856.785714286,NA,464334.903854892,247726.318181818,1062500,300000,406249.9375,220312.09375,708332.5,505000,500000,395453.590909091,630655.585972851,363767.47826087,NA,320158.528571429,258230,411000,257646.905882353,482417,921296,NA,556451.387096774,875000,508928.535714286,750000,606000,239999.2,200000,321428,510870,NA,242187,189999.5,193528.735294118,314999.85,590384,NA,223529,,371190,411997.367462312,610000,NA,NA,298497.263250883,627390,416250
39479,418260,556300,289999.2,271874.5625,357142.285714286,432890,NA,NA,242956.887323944,225000,317499.825,235000,209999.8,214999.7,NA,442891.894036469,274999.5,964285,562500,294999.1,200000,583333,500000,569444.166666667,384999.15,621982.270689655,360848.448113208,NA,315051.752595156,258680,370000,233404.504310345,450707,879032,NA,496152.884615385,910950,515624.9375,780000,685000,263333.066666667,189999.5,338793,447435,NA,235526,189999.5,210344.620689655,264999.7,520270,NA,227083,,367540,417616.404145078,650000,NA,NA,286436.518218623,623310,418000
39508,414520,569370,289999.2,256249.875,349999.5,397310,NA,NA,234510.179347826,174999,296589.977272727,220000,200000,222726.818181818,NA,396023.863557766,250000,944444,400000,433333,204629.537037037,624999.5,430000,489999.1,392499.075,601890.348739496,374335.539823009,NA,298186.059160305,258458,359900,232464.628472222,447500,930232,NA,473528.676470588,905000,606481.055555556,810000,645618,237499.25,220832.916666667,341139,450000,NA,227499,193332.666666667,197332.466666667,280768.615384615,504213,NA,184444,,361120,390007.461120401,590000,NA,NA,279022.408045977,609690,399000
39539,404590,537990,307142.785714286,279999.4,313636.227272727,385310,NA,NA,234301.639534884,225000,295832.416666667,209950,214062.21875,212499.75,NA,397049.659835407,226785.178571429,1029762,350000,349999.5,181999.9,791666.5,399900,492104.342105263,400000,592488.419282511,365579.054347826,NA,291496.263081395,235942,402450,225842.179775281,442811.073482428,928977,NA,464129.793478261,872500,541666.5,752500,675000,243102.586206897,239999.2,327358,450000,NA,219047,187999.6,182352.823529412,289999.2,496534,NA,183750,,363660,385802.420655738,585000,NA,NA,272019.427152318,589980,395000
39569,386620,528890,266666.333333333,288460.769230769,309090.818181818,390730,NA,NA,214648.14453125,270833,309999.9,205500,202083.291666667,241665.833333333,NA,368059.132632579,231249.375,1120370,275000,356249.4375,160769.192307692,1124999.5,358000,494735.894736842,373683.47368421,575531.612765958,356883.489130435,NA,277071.997409326,233229,335000,214999.7,443585.090460526,908928,NA,470967.032258065,850000,428947.078947368,769650,617500,237194.37804878,218749.625,302500,436781,NA,198749,216071.107142857,195925.12962963,306249.9375,487790,NA,196153,,360850,369129.496304719,487500,NA,NA,255571.317142857,582580,379000
39600,373100,536310,287499.25,288749.225,316666.5,368260,NA,NA,211723.903448276,150000,312857.014285714,200000,210526.105263158,234090.227272727,NA,386403.380547572,221874.5625,1060345,333333,412499.875,166086.652173913,1062499.75,359900,452940.647058824,369564.52173913,563958.888132296,358999.41,NA,269212.578703704,220633,309000,204585.707100592,418828.925632911,841101,NA,505769.207692308,880750,465383.961538462,740000,610000,233107.445945946,208333.166666667,302752,407792,NA,210000,174999.25,185333.066666667,286110.388888889,480434,NA,186250,,330500,358805.931388013,510000,NA,NA,251116.049107143,560050,365000
39630,355000,526000,300000,261363.409090909,269999.6,350920,NA,NA,200719.410071942,133333,294641.964285714,190000,226086.434782609,215624.6875,NA,386127.862193208,211904.523809524,1016304,350000,337499.625,151388.319444444,449999.5,324000,456817.613636364,373528.676470588,545119.524861878,354827.037931034,NA,248427.322200393,219147,320000,196609.338983051,408730.071428571,876712,NA,473749.2625,794500,520161.209677419,706500,611000,237878.03030303,193332.666666667,279779,396483,NA,207000,187142.5,190666.133333333,293749.125,474999,NA,180667,,338960,344494.967889908,420000,NA,NA,233169.042075736,529210,350700
39661,352730,470250,262499.75,272221.777777778,269444.055555556,320050,NA,NA,189505.697530864,170000,293332.466666667,180000,204687.40625,218749.625,NA,381735.913929863,185833.041666667,929999,250000,322222,134761.166666667,624999.5,302000,455881.794117647,349999.5,524594.222109534,346574.876712329,NA,237780.143258427,220894,312500,190666.133333333,388712.193037974,854545,NA,431578.631578947,787500,439999.6,650000,582000,231632.020408163,208333.166666667,267592,382945,NA,190714,158332.416666667,173703.018518519,285293.411764706,478408,NA,163333,,304220,327374.72625,400000,NA,NA,222982.34457672,481460,335000
39692,319310,427040,252499.95,251470.558823529,268749.625,294790,NA,NA,178764.493827161,225000,300000,175000,194544.727272727,189999.5,NA,385268.852432745,174705.147058824,899390,325000,344999.55,132307.076923077,624999.5,280000,415908.931818182,335713.928571429,502647.048235294,339596.919463087,NA,229125.234477124,195902,320250,177301.766447368,378759.375,788043,NA,393876.612244898,752625,371427.857142857,600000,475000,210464.906976744,197999.1,264935,362773,NA,185384,131249.4375,166333.016666667,328571.142857143,431771,NA,166470,,288930,297672.077565632,371985,NA,NA,212790.441860465,424870,310000
39722,307210,405400,291665.833333333,256578.815789474,247499.05,281820,NA,NA,174482.034482759,173333,283332.666666667,160000,193332.666666667,196362.818181818,NA,336763.761649408,175999.2,932291,316667,357142.285714286,122187.390625,624999.5,285000,419047.428571429,298610.138888889,497642.121212121,324999.75,NA,221869.672143975,196917,275000,171807.31920904,365577.702425373,748238,NA,411956.402173913,713688,354166.125,549940,500000,213333.066666667,231249.375,250641,362999,NA,185555,149999.5,169999.5,276666.133333333,427647,NA,166923,,277590,291460.158041401,345000,NA,NA,205666.94687131,404190,304000
39753,287880,390270,224999.5,268749.625,228124.4375,273140,NA,NA,160298.492537313,105000,284374.3125,151150,202499.95,186666.333333333,NA,314305.051241687,167499.625,869318,262500,319999.8,126315.473684211,562499.75,275000,389472.789473684,333333,462226.451965066,321428.357142857,NA,210720.848197343,184762,299950,167017.192982456,345386.079800498,747726,NA,369642.160714286,659500,300000,515000,437000,211110.888888889,250000,236688,336725,NA,174545,153999.3,158999.05,228845.576923077,382588,NA,150909,,242670,276055.141074856,320000,NA,NA,196818.73088685,379730,285000
39783,283060,368240,261110.888888889,255952.261904762,254166.583333333,253790,NA,NA,157499.125,170000,262499.75,147000,176665.833333333,163999.8,NA,318075.351647031,160000,704545,325000,250000,115332.566666667,449999.5,255000,393477.326086957,321428.357142857,453523.693832599,318571.242857143,NA,201751.278458844,181655,276950,156478.049295775,346597.472164948,711363,NA,383332.5,600000,352173.391304348,512450,455000,205555.444444444,189999.5,217941,338983,NA,171874,180000,143124.84375,261110.888888889,370754,NA,159090,,242320,264177.568791946,313000,NA,NA,186107.479041916,359910,275000
39814,249960,324170,216666.333333333,247726.318181818,231249.375,231250,189999.5,329411.470588235,145199.74,163333,276561.96875,126400,186249.6875,171666.083333333,NA,285798.294967257,170666.133333333,778408.977272727,350000,266666.333333333,114137.224137931,812499.75,230000,387499.125,316666.5,442168.253012048,286573.342592593,NA,189903.350961538,167967.081300813,265000,138605.13030303,332194.8,635638,157199.14,388460.653846154,551000,297915.708333333,450000,450000,206578.815789474,173332.666666667,206034.362068966,325999.74,143586.777173913,163750,120000,131723.551724138,237499.25,364534.238372093,247221.277777778,150000,,226360,234820.732142857,288450,159302.236346516,NA,168485.29,328680,249000
39845,245230,327370,206249.875,238157.131578947,229999.4,224620,180000,349999.5,133870.274193548,150000,279999.4,130000,160000,160000,NA,267829.52156441,163636.181818182,702380.142857143,233333,274999.5,101499.925,624999.5,210000,318181.636363636,288888.111111111,456988.677419355,308088.154411765,NA,184677.185483871,168099.595,255000,135527.173913044,332886.575892857,717390,153881.658823529,363157.263157895,562500,331249.6875,445000,380000,205999.88,184999.75,204779.316176471,312337.538961039,138704.947058824,154444,154999.25,131738.543478261,234999.3,359632.431192661,208333.166666667,143636,,228460,239458.801850049,275000,155473.114119923,NA,167586.922222222,321110,254900
39873,249790,316440,204166.583333333,247499.05,181999.9,225820,140000,349999.5,144199.79,140000,259374.8125,136719,158332.416666667,164285.5,NA,255665.274096919,142857,699999.2,218750,250000,98076.1153846154,874999.5,217000,351350.837837838,283332.666666667,463003.032967033,292986.945121951,NA,180043.101293103,168652.04964539,258500,131853.33988764,326831.882978723,703124,149534.406976744,369999.3,576940,296589.977272727,448750,400000,182499.875,189999.5,192285.1,330952.071428571,136978.317708333,147777,129999.5,147072.817073171,215277.472222222,364918.705645161,218749.625,154285,,222770,234840.837781485,275000,153432.611694153,NA,161501.26541555,326840,250000
39904,253110,337100,186666.333333333,238888.111111111,177499.125,235030,274999.5,324390,135999.2,115999,274999.5,115000,184999.75,149999.5,NA,252775.693566702,141999.9,831730.442307692,225000,262499.75,109999.5,500000,212000,349999.5,300000,461032.253521127,294033.210227273,NA,171479.570397112,167355.004132231,250000,121684.698369565,337221.85,712263,147053.21875,338888.5,610000,412499.875,465000,425000,211538,160000,185768.942307692,319583.1375,133961.566037736,166956,153333,123076.769230769,224999.5,394544.509090909,234781.913043478,142500,,227320,227367.200085324,280000,152300.569373942,NA,153388.35202864,346940,244000
39934,263440,374850,232142.214285714,242306.846153846,219444.055555556,241960,250000,334523.464285714,140000,165000,282352.294117647,125000,163333.166666667,153332.666666667,NA,248851.227457427,126363.318181818,712499.15,180000,267856.785714286,98042.6739130435,874999.5,203500,362120.590909091,320833.125,496267.694029851,301648.335164835,NA,171672.885714286,179026.826388889,251579,120406.07106599,341666.25,765306,154711.908045977,367777.1,726500,302777.75,490000,452500,193333,180000,199676.435483871,352550.494897959,140879.076923077,157499,140000,131738.543478261,247915.708333333,415584.25974026,277631.026315789,149230,,238780,236780.873563218,284900,161411.494047619,NA,150861.075718016,374800,250000
39965,274640,405260,208333.166666667,257999.84,243749.125,261840,254166.583333333,348999.51,140263.144736842,160000,263749.725,130000,171666.083333333,148571,NA,286657.245222899,151817.590909091,835937.15625,241666,291665.833333333,98749.125,687499.25,205000,385713.428571429,300000,522749.909,293499.13,NA,178919.054,179938.027439024,273950,123141.435840708,362647.127659574,789352,153010.102150538,378570.642857143,756250,405882.294117647,550000,519000,190000,173999.3,193268.567307692,338505.362068965,139692.892857143,166666,125000,134736.105263158,221874.5625,443845.715384615,245534.803571429,140000,,263190,246128.247647562,310000,164271.631067961,NA,155055.426966292,411590,260000
39995,285310,397460,200000,267707.979166667,171428,278820,200000,339215.294117647,146706.981707317,171666,266304.02173913,133750,178887.944444444,160000,NA,298718.69598457,149374.53125,762499.95,180000,258333.166666667,110570.9,604166.25,230000,369642.160714286,314285.571428571,526669.652133581,299037.480769231,NA,184260.656521739,181907.799342105,239000,123526.393719807,372645.013452915,786972,164269.449438202,406249.9375,755000,428124.71875,587000,535000,198499,166666.333333333,209065.752747253,365965.726890756,141525.347457627,161818,166666,141891.797297297,224999.5,456435.079207921,306097.5,136153,,259710,252164.353599222,340000,168502.661265432,NA,158217.616389549,433620,270000
40026,293400,392260,214285.428571429,227631.026315789,237499.25,276030,212499.75,314285.571428571,149047.166666667,165000,265475.880952381,133000,153999.3,145833.041666667,NA,310956.998903783,144999.75,834999.66,187500,218749.625,107585.827586207,500000,235000,337096.403225806,284614.692307692,539979.597165992,309259.166666667,NA,183163.683615819,188827.68359375,272500,126703.575418994,375706.183804627,710843,160000,394564.27173913,672500,380768.423076923,555000,500000,203125,169999.5,210576.711538462,361791.83490566,139392.96969697,170000,160000,124761.666666667,234374.3125,466196.521126761,247412.844827586,135384,,260430,257620.461622807,334950,168507.56749556,NA,158581.349367089,411270,275000
40057,296610,432440,224999.5,245832.416666667,264999.7,271960,156665.833333333,294116.764705882,151086.402173913,183333,268420.684210526,130000,174999.25,161428.5,NA,345597.348158514,138822.588235294,804166.45,256250,247726.318181818,113792.413793103,750000,230000,355555,294999.1,541088.944554455,294009.536458333,NA,183497.092896175,180495.842975207,270000,129879.024096386,386045.651162791,736666,161477.198863636,413792.965517241,690000,434374.65625,553000,534000,192222,149999.5,207432.283783784,352585.681034483,143110.955555556,166842,157999,131934.887096774,250000,441666.25,246427.642857143,157999,,270170,264023.421557562,355000,167482.733952703,NA,160701.719298246,429650,287000
40087,297500,427180,215624.6875,236110.388888889,207142.714285714,295440,194999.25,298025.355263158,152840.267045455,146666,256578.815789474,138000,156249.1875,149999.5,NA,308280.316570379,144666.433333333,769736.763157895,225000,287499.25,108386.677419355,449999.5,240000,377271.954545455,272916.208333333,526841.997894737,294999.1,NA,186256.670391061,185891.178294574,273000,131578.368421053,378539.987124464,766827,171298.136363636,379165.875,702000,423076.692307692,590000,515000,188000,163749.8125,203296.637362637,372268.18487395,147418.983870968,156470,173999,131785.125,212499.75,441742.701834862,238999.22,148000,,267520,269761.50952381,350000,170707.999194847,NA,163199.84,441150,285000
